TechID,ModeID,VehTypeID,MassCatID,FuelID,EngineID,TransTypeID,Availability,Final_Year,HybridFlag,spec_energ_consump,spec_energ_electric,noise_class,PurchasePrice,ExpectedLifeFactor,Capacity,AveEconLife,SecondHandImportFlag,note
5058,1,5,24,7,20,2,2040,2045,0,5.92,,0,24200,1,2.5,10,0,
5059,1,5,24,7,21,2,2045,,0,5.49,,0,24200,1,2.5,10,0,
5060,1,5,24,8,6,2,2005,2009,0,8.92,,0,24200,1,2.5,10,0,
5061,1,5,24,8,14,2,2009,2015,0,7.71,,0,24200,1,2.5,10,0,
5062,1,5,24,8,15,2,2015,2020,0,8.30,,0,23100,1,2.5,10,0,
5063,1,5,24,8,16,2,2020,2025,0,7.70,,0,23100,1,2.5,10,0,
5064,1,5,24,8,17,2,2025,2030,0,7.14,,0,23100,1,2.5,10,0,
5065,1,5,24,8,18,2,2030,2035,0,6.62,,0,23100,1,2.5,10,0,
5066,1,5,24,8,19,2,2035,2040,0,6.14,,0,23100,1,2.5,10,0,
5067,1,5,24,8,20,2,2040,2045,0,5.69,,0,23100,1,2.5,10,0,
5068,1,5,24,8,21,2,2045,,0,5.27,,0,23100,1,2.5,10,0,
5069,1,5,24,10,6,2,2005,2009,0,46.29,,0,26400,1,2.5,10,0,
5070,1,5,24,10,14,2,2009,2015,0,43.32,,0,25300,1,2.5,10,0,
5071,1,5,24,10,15,2,2015,2020,0,39.55,,0,24200,1,2.5,10,0,
5072,1,5,24,10,16,2,2020,2025,0,36.67,,0,23980,1,2.5,10,0,
5073,1,5,24,10,17,2,2025,2030,0,34.00,,0,23760,1,2.5,10,0,
5074,1,5,24,10,18,2,2030,2035,0,31.53,,0,23540,1,2.5,10,0,
5075,1,5,24,10,19,2,2035,2040,0,29.23,,0,23320,1,2.5,10,0,
5076,1,5,24,10,20,2,2040,2045,0,27.11,,0,23100,1,2.5,10,0,
5077,1,5,24,10,21,2,2045,,0,25.13,,0,23100,1,2.5,10,0,
5078,1,5,24,12,5,2,2001,2005,0,39.47,,2,44000,1,2.5,10,0,
5079,1,5,24,12,6,2,2005,2009,0,34.80,,2,40000,1,2.5,10,0,
5080,1,5,24,12,14,2,2009,2015,0,30.00,,2,35000,1,2.5,10,0,
5081,1,5,24,12,15,2,2015,2020,0,27.39,,2,30000,1,2.5,10,0,
5082,1,5,24,12,16,2,2020,2025,0,25.40,,2,26000,1,2.5,10,0,
5083,1,5,24,12,17,2,2025,2030,0,23.55,,2,25000,1,2.5,10,0,
5084,1,5,24,12,18,2,2030,2035,0,21.84,,2,24000,1,2.5,10,0,
5085,1,5,24,12,19,2,2035,2040,0,20.25,,2,23000,1,2.5,10,0,
5086,1,5,24,12,20,2,2040,2045,0,18.77,,2,22000,1,2.5,10,0,
5087,1,5,24,12,21,2,2045,,0,17.41,,2,22000,1,2.5,10,0,
5088,1,5,24,13,13,2,2020,2025,0,208.68,,2,40000,1,2.5,10,0,
5089,1,5,24,13,13,2,2025,2030,0,179.20,,2,35000,1,2.5,10,0,
5090,1,5,24,13,13,2,2030,2035,0,153.89,,2,30000,1,2.5,10,0,
5091,1,5,24,13,13,2,2035,2040,0,132.15,,2,30000,1,2.5,10,0,
5092,1,5,24,13,13,2,2040,2045,0,113.48,,2,30000,1,2.5,10,0,
5093,1,5,24,13,13,2,2045,,0,97.45,,2,30000,1,2.5,10,0,
5200,1,5,25,1,3,2,1994,1998,0,15.25,,0,21000,1,2.5,10,0,
5201,1,5,25,1,4,2,1998,2001,0,14.53,,0,21000,1,2.5,10,0,
5202,1,5,25,1,5,2,2001,2005,0,13.64,,0,21000,1,2.5,10,0,
5203,1,5,25,1,6,2,2005,2009,0,12.40,,0,21000,1,2.5,10,0,
5204,1,5,25,1,14,2,2009,2015,0,11.00,,0,21000,1,2.5,10,0,
5205,1,5,25,1,15,2,2015,2020,0,10.14,,0,21000,1,2.5,10,0,
5206,1,5,25,1,16,2,2020,2025,0,9.41,,0,21000,1,2.5,10,0,
5207,1,5,25,1,17,2,2025,2030,0,8.73,,0,21000,1,2.5,10,0,
5208,1,5,25,1,18,2,2030,2035,0,8.09,,0,21000,1,2.5,10,0,
5209,1,5,25,1,19,2,2035,2040,0,7.50,,0,21000,1,2.5,10,0,
5210,1,5,25,1,20,2,2040,2045,0,6.96,,0,21000,1,2.5,10,0,
5211,1,5,25,1,21,2,2045,,0,6.45,,0,21000,1,2.5,10,0,
5212,1,5,25,2,3,2,1994,1998,0,13.36,,0,22000,1,2.5,10,0,
5213,1,5,25,2,4,2,1998,2001,0,12.43,,0,22000,1,2.5,10,0,
5214,1,5,25,2,5,2,2001,2005,0,11.38,,0,22000,1,2.5,10,0,
5215,1,5,25,2,6,2,2005,2009,0,10.64,,0,22000,1,2.5,10,0,
5216,1,5,25,2,14,2,2009,2015,0,9.33,,0,22000,1,2.5,10,0,
5217,1,5,25,2,15,2,2015,2020,0,8.60,,0,22000,1,2.5,10,0,
5218,1,5,25,2,16,2,2020,2025,0,7.98,,0,22000,1,2.5,10,0,
5219,1,5,25,2,17,2,2025,2030,0,7.40,,0,22000,1,2.5,10,0,
5220,1,5,25,2,18,2,2030,2035,0,6.86,,0,22000,1,2.5,10,0,
5221,1,5,25,2,19,2,2035,2040,0,6.36,,0,22000,1,2.5,10,0,
5222,1,5,25,2,20,2,2040,2045,0,5.90,,0,22000,1,2.5,10,0,
5223,1,5,25,2,21,2,2045,,0,5.47,,0,22000,1,2.5,10,0,
5224,1,5,25,2,6,2,2005,2009,1,7.36,,1,33000,1,2.5,10,0,
5225,1,5,25,2,14,2,2009,2015,1,6.53,,1,28600,1,2.5,10,0,
5226,1,5,25,2,15,2,2015,2020,1,6.02,,1,26400,1,2.5,10,0,
5227,1,5,25,2,16,2,2020,2025,1,5.59,,1,24200,1,2.5,10,0,
5228,1,5,25,2,17,2,2025,2030,1,5.18,,1,23000,1,2.5,10,0,
5229,1,5,25,2,18,2,2030,2035,1,4.80,,1,23000,1,2.5,10,0,
5230,1,5,25,2,19,2,2035,2040,1,4.45,,1,23000,1,2.5,10,0,
5231,1,5,25,2,20,2,2040,2045,1,4.13,,1,23000,1,2.5,10,0,
5232,1,5,25,2,21,2,2045,,1,3.83,,1,23000,1,2.5,10,0,
5233,1,5,25,2,14,2,2009,2015,2,5.68,46.99,1,30000,1,2.5,10,0,
5234,1,5,25,2,15,2,2015,2020,2,5.34,42.91,1,28600,1,2.5,10,0,
5235,1,5,25,2,16,2,2020,2025,2,4.95,39.79,1,26400,1,2.5,10,0,
5236,1,5,25,2,17,2,2025,2030,2,4.59,36.89,1,25300,1,2.5,10,0,
5237,1,5,25,2,18,2,2030,2035,2,4.25,34.21,1,24000,1,2.5,10,0,
5238,1,5,25,2,19,2,2035,2040,2,3.94,31.72,1,24000,1,2.5,10,0,
5239,1,5,25,2,20,2,2040,2045,2,3.66,29.41,1,24000,1,2.5,10,0,
5240,1,5,25,2,21,2,2045,,2,3.44,27.27,1,24000,1,2.5,10,0,
5241,1,5,25,5,5,2,2001,2005,0,22.24,,0,24200,1,2.5,10,0,
5242,1,5,25,5,6,2,2005,2009,0,15.22,,0,25300,1,2.5,10,0,
5243,1,5,25,5,14,2,2009,2015,0,14.24,,0,24200,1,2.5,10,0,
5244,1,5,25,5,15,2,2015,2020,0,13.00,,0,23980,1,2.5,10,0,
5245,1,5,25,5,16,2,2020,2025,0,12.06,,0,23760,1,2.5,10,0,
5246,1,5,25,5,17,2,2025,2030,0,11.18,,0,23540,1,2.5,10,0,
5247,1,5,25,5,18,2,2030,2035,0,10.36,,0,23320,1,2.5,10,0,
5248,1,5,25,5,19,2,2035,2040,0,9.61,,0,23100,1,2.5,10,0,
5249,1,5,25,5,20,2,2040,2045,0,8.91,,0,23100,1,2.5,10,0,
5250,1,5,25,5,21,2,2045,,0,8.26,,0,23100,1,2.5,10,0,
5251,1,5,25,7,6,2,2005,2009,0,13.49,,0,24200,1,2.5,10,0,
5252,1,5,25,7,14,2,2009,2015,0,12.02,,0,24200,1,2.5,10,0,
5253,1,5,25,7,15,2,2015,2020,0,8.64,,0,24200,1,2.5,10,0,
5254,1,5,25,7,16,2,2020,2025,0,8.01,,0,24200,1,2.5,10,0,
5255,1,5,25,7,17,2,2025,2030,0,7.43,,0,24200,1,2.5,10,0,
5256,1,5,25,7,18,2,2030,2035,0,6.88,,0,24200,1,2.5,10,0,
5257,1,5,25,7,19,2,2035,2040,0,6.38,,0,24200,1,2.5,10,0,
5258,1,5,25,7,20,2,2040,2045,0,5.92,,0,24200,1,2.5,10,0,
5259,1,5,25,7,21,2,2045,,0,5.49,,0,24200,1,2.5,10,0,
5260,1,5,25,8,6,2,2005,2009,0,12.43,,0,24200,1,2.5,10,0,
5261,1,5,25,8,14,2,2009,2015,0,10.92,,0,24200,1,2.5,10,0,
5262,1,5,25,8,15,2,2015,2020,0,8.30,,0,23100,1,2.5,10,0,
5263,1,5,25,8,16,2,2020,2025,0,7.70,,0,23100,1,2.5,10,0,
5264,1,5,25,8,17,2,2025,2030,0,7.14,,0,23100,1,2.5,10,0,
5265,1,5,25,8,18,2,2030,2035,0,6.62,,0,23100,1,2.5,10,0,
5266,1,5,25,8,19,2,2035,2040,0,6.14,,0,23100,1,2.5,10,0,
5267,1,5,25,8,20,2,2040,2045,0,5.69,,0,23100,1,2.5,10,0,
5268,1,5,25,8,21,2,2045,,0,5.27,,0,23100,1,2.5,10,0,
5269,1,5,25,10,6,2,2005,2009,0,46.29,,0,26400,1,2.5,10,0,
5270,1,5,25,10,14,2,2009,2015,0,43.32,,0,25300,1,2.5,10,0,
5271,1,5,25,10,15,2,2015,2020,0,39.55,,0,24200,1,2.5,10,0,
5272,1,5,25,10,16,2,2020,2025,0,36.67,,0,23980,1,2.5,10,0,
5273,1,5,25,10,17,2,2025,2030,0,34.00,,0,23760,1,2.5,10,0,
5274,1,5,25,10,18,2,2030,2035,0,31.53,,0,23540,1,2.5,10,0,
5275,1,5,25,10,19,2,2035,2040,0,29.23,,0,23320,1,2.5,10,0,
5276,1,5,25,10,20,2,2040,2045,0,27.11,,0,23100,1,2.5,10,0,
5277,1,5,25,10,21,2,2045,,0,25.13,,0,23100,1,2.5,10,0,
5278,1,5,25,12,5,2,2001,2005,0,56.35,,2,44000,1,2.5,10,0,
5279,1,5,25,12,6,2,2005,2009,0,48.54,,2,40000,1,2.5,10,0,
5280,1,5,25,12,14,2,2009,2015,0,42.47,,2,35000,1,2.5,10,0,
5281,1,5,25,12,15,2,2015,2020,0,38.79,,2,30000,1,2.5,10,0,
5282,1,5,25,12,16,2,2020,2025,0,35.96,,2,26000,1,2.5,10,0,
5283,1,5,25,12,17,2,2025,2030,0,33.35,,2,25000,1,2.5,10,0,
5284,1,5,25,12,18,2,2030,2035,0,30.92,,2,24000,1,2.5,10,0,
5285,1,5,25,12,19,2,2035,2040,0,28.67,,2,23000,1,2.5,10,0,
5286,1,5,25,12,20,2,2040,2045,0,26.58,,2,22000,1,2.5,10,0,
5287,1,5,25,12,21,2,2045,,0,24.65,,2,22000,1,2.5,10,0,
5288,1,5,25,13,13,2,2020,2025,0,208.68,,2,40000,1,2.5,10,0,
5289,1,5,25,13,13,2,2025,2030,0,179.20,,2,35000,1,2.5,10,0,
5290,1,5,25,13,13,2,2030,2035,0,153.89,,2,30000,1,2.5,10,0,
5291,1,5,25,13,13,2,2035,2040,0,132.15,,2,30000,1,2.5,10,0,
5292,1,5,25,13,13,2,2040,2045,0,113.48,,2,30000,1,2.5,10,0,
5293,1,5,25,13,13,2,2045,,0,97.45,,2,30000,1,2.5,10,0,
5400,1,5,26,1,3,2,1994,1998,0,16.37,,0,21000,1,2.5,10,0,
5401,1,5,26,1,4,2,1998,2001,0,14.57,,0,21000,1,2.5,10,0,
5402,1,5,26,1,5,2,2001,2005,0,13.76,,0,21000,1,2.5,10,0,
5403,1,5,26,1,6,2,2005,2009,0,9.79,,0,21000,1,2.5,10,0,
5404,1,5,26,1,14,2,2009,2015,0,9.06,,0,21000,1,2.5,10,0,
5405,1,5,26,1,15,2,2015,2020,0,7.89,,0,21000,1,2.5,10,0,
5406,1,5,26,1,16,2,2020,2025,0,7.31,,0,21000,1,2.5,10,0,
5407,1,5,26,1,17,2,2025,2030,0,6.78,,0,21000,1,2.5,10,0,
5408,1,5,26,1,18,2,2030,2035,0,6.29,,0,21000,1,2.5,10,0,
5409,1,5,26,1,19,2,2035,2040,0,5.83,,0,21000,1,2.5,10,0,
5410,1,5,26,1,20,2,2040,2045,0,5.40,,0,21000,1,2.5,10,0,
5411,1,5,26,1,21,2,2045,,0,5.01,,0,21000,1,2.5,10,0,
5412,1,5,26,2,3,2,1994,1998,0,12.96,,0,22000,1,2.5,10,0,
5413,1,5,26,2,4,2,1998,2001,0,11.78,,0,22000,1,2.5,10,0,
5414,1,5,26,2,5,2,2001,2005,0,11.25,,0,22000,1,2.5,10,0,
5415,1,5,26,2,6,2,2005,2009,0,10.42,,0,22000,1,2.5,10,0,
5416,1,5,26,2,14,2,2009,2015,0,9.29,,0,22000,1,2.5,10,0,
5417,1,5,26,2,15,2,2015,2020,0,8.56,,0,22000,1,2.5,10,0,
5418,1,5,26,2,16,2,2020,2025,0,7.95,,0,22000,1,2.5,10,0,
5419,1,5,26,2,17,2,2025,2030,0,7.37,,0,22000,1,2.5,10,0,
5420,1,5,26,2,18,2,2030,2035,0,6.84,,0,22000,1,2.5,10,0,
5421,1,5,26,2,19,2,2035,2040,0,6.34,,0,22000,1,2.5,10,0,
5422,1,5,26,2,20,2,2040,2045,0,5.88,,0,22000,1,2.5,10,0,
5423,1,5,26,2,21,2,2045,,0,5.45,,0,22000,1,2.5,10,0,
5424,1,5,26,2,6,2,2005,2009,1,7.21,,1,33000,1,2.5,10,0,
5425,1,5,26,2,14,2,2009,2015,1,6.50,,1,28600,1,2.5,10,0,
5426,1,5,26,2,15,2,2015,2020,1,5.99,,1,26400,1,2.5,10,0,
5427,1,5,26,2,16,2,2020,2025,1,5.57,,1,24200,1,2.5,10,0,
5428,1,5,26,2,17,2,2025,2030,1,5.16,,1,23000,1,2.5,10,0,
5429,1,5,26,2,18,2,2030,2035,1,4.78,,1,23000,1,2.5,10,0,
5430,1,5,26,2,19,2,2035,2040,1,4.44,,1,23000,1,2.5,10,0,
5431,1,5,26,2,20,2,2040,2045,1,4.11,,1,23000,1,2.5,10,0,
5432,1,5,26,2,21,2,2045,,1,3.81,,1,23000,1,2.5,10,0,
5433,1,5,26,2,14,2,2009,2015,2,5.65,46.99,1,30000,1,2.5,10,0,
5434,1,5,26,2,15,2,2015,2020,2,5.31,42.91,1,28600,1,2.5,10,0,
5435,1,5,26,2,16,2,2020,2025,2,4.93,39.79,1,26400,1,2.5,10,0,
5436,1,5,26,2,17,2,2025,2030,2,4.57,36.89,1,25300,1,2.5,10,0,
5437,1,5,26,2,18,2,2030,2035,2,4.24,34.21,1,24000,1,2.5,10,0,
5438,1,5,26,2,19,2,2035,2040,2,3.93,31.72,1,24000,1,2.5,10,0,
5439,1,5,26,2,20,2,2040,2045,2,3.64,29.41,1,24000,1,2.5,10,0,
5440,1,5,26,2,21,2,2045,,2,3.43,27.27,1,24000,1,2.5,10,0,
5441,1,5,26,5,5,2,2001,2005,0,22.44,,0,24200,1,2.5,10,0,
5442,1,5,26,5,6,2,2005,2009,0,15.22,,0,25300,1,2.5,10,0,
5443,1,5,26,5,14,2,2009,2015,0,14.24,,0,24200,1,2.5,10,0,
5444,1,5,26,5,15,2,2015,2020,0,13.00,,0,23980,1,2.5,10,0,
5445,1,5,26,5,16,2,2020,2025,0,12.06,,0,23760,1,2.5,10,0,
5446,1,5,26,5,17,2,2025,2030,0,11.18,,0,23540,1,2.5,10,0,
5447,1,5,26,5,18,2,2030,2035,0,10.36,,0,23320,1,2.5,10,0,
5448,1,5,26,5,19,2,2035,2040,0,9.61,,0,23100,1,2.5,10,0,
5449,1,5,26,5,20,2,2040,2045,0,8.91,,0,23100,1,2.5,10,0,
5450,1,5,26,5,21,2,2045,,0,8.26,,0,23100,1,2.5,10,0,
5451,1,5,26,7,6,2,2005,2009,0,10.68,,0,24200,1,2.5,10,0,
5452,1,5,26,7,14,2,2009,2015,0,9.90,,0,24200,1,2.5,10,0,
5453,1,5,26,7,15,2,2015,2020,0,8.64,,0,24200,1,2.5,10,0,
5454,1,5,26,7,16,2,2020,2025,0,8.01,,0,24200,1,2.5,10,0,
5455,1,5,26,7,17,2,2025,2030,0,7.43,,0,24200,1,2.5,10,0,
5456,1,5,26,7,18,2,2030,2035,0,6.88,,0,24200,1,2.5,10,0,
5457,1,5,26,7,19,2,2035,2040,0,6.38,,0,24200,1,2.5,10,0,
5458,1,5,26,7,20,2,2040,2045,0,5.92,,0,24200,1,2.5,10,0,
5459,1,5,26,7,21,2,2045,,0,5.49,,0,24200,1,2.5,10,0,
5460,1,5,26,8,6,2,2005,2009,0,12.18,,0,24200,1,2.5,10,0,
5461,1,5,26,8,14,2,2009,2015,0,10.87,,0,24200,1,2.5,10,0,
5462,1,5,26,8,15,2,2015,2020,0,8.30,,0,23100,1,2.5,10,0,
5463,1,5,26,8,16,2,2020,2025,0,7.70,,0,23100,1,2.5,10,0,
5464,1,5,26,8,17,2,2025,2030,0,7.14,,0,23100,1,2.5,10,0,
5465,1,5,26,8,18,2,2030,2035,0,6.62,,0,23100,1,2.5,10,0,
5466,1,5,26,8,19,2,2035,2040,0,6.14,,0,23100,1,2.5,10,0,
5467,1,5,26,8,20,2,2040,2045,0,5.69,,0,23100,1,2.5,10,0,
5468,1,5,26,8,21,2,2045,,0,5.27,,0,23100,1,2.5,10,0,
5469,1,5,26,10,6,2,2005,2009,0,46.29,,0,26400,1,2.5,10,0,
5470,1,5,26,10,14,2,2009,2015,0,43.32,,0,25300,1,2.5,10,0,
5471,1,5,26,10,15,2,2015,2020,0,39.55,,0,24200,1,2.5,10,0,
5472,1,5,26,10,16,2,2020,2025,0,36.67,,0,23980,1,2.5,10,0,
5473,1,5,26,10,17,2,2025,2030,0,34.00,,0,23760,1,2.5,10,0,
5474,1,5,26,10,18,2,2030,2035,0,31.53,,0,23540,1,2.5,10,0,
5475,1,5,26,10,19,2,2035,2040,0,29.23,,0,23320,1,2.5,10,0,
5476,1,5,26,10,20,2,2040,2045,0,27.11,,0,23100,1,2.5,10,0,
5477,1,5,26,10,21,2,2045,,0,25.13,,0,23100,1,2.5,10,0,
5478,1,5,26,12,5,2,2001,2005,0,56.15,,2,44000,1,2.5,10,0,
5479,1,5,26,12,6,2,2005,2009,0,47.56,,2,40000,1,2.5,10,0,
5480,1,5,26,12,14,2,2009,2015,0,42.30,,2,35000,1,2.5,10,0,
5481,1,5,26,12,15,2,2015,2020,0,38.63,,2,30000,1,2.5,10,0,
5482,1,5,26,12,16,2,2020,2025,0,35.82,,2,26000,1,2.5,10,0,
5483,1,5,26,12,17,2,2025,2030,0,33.21,,2,25000,1,2.5,10,0,
5484,1,5,26,12,18,2,2030,2035,0,30.80,,2,24000,1,2.5,10,0,
5485,1,5,26,12,19,2,2035,2040,0,28.55,,2,23000,1,2.5,10,0,
5486,1,5,26,12,20,2,2040,2045,0,26.48,,2,22000,1,2.5,10,0,
5487,1,5,26,12,21,2,2045,,0,24.55,,2,22000,1,2.5,10,0,
5488,1,5,26,13,13,2,2020,2025,0,208.68,,2,40000,1,2.5,10,0,
5489,1,5,26,13,13,2,2025,2030,0,179.20,,2,35000,1,2.5,10,0,
5490,1,5,26,13,13,2,2030,2035,0,153.89,,2,30000,1,2.5,10,0,
5491,1,5,26,13,13,2,2035,2040,0,132.15,,2,30000,1,2.5,10,0,
5492,1,5,26,13,13,2,2040,2045,0,113.48,,2,30000,1,2.5,10,0,
5493,1,5,26,13,13,2,2045,,0,97.45,,2,30000,1,2.5,10,0,
5600,1,5,27,1,3,2,1994,1998,0,16.03,,0,21000,1,2.5,10,0,
5601,1,5,27,1,4,2,1998,2001,0,13.89,,0,21000,1,2.5,10,0,
5602,1,5,27,1,5,2,2001,2005,0,12.58,,0,21000,1,2.5,10,0,
5603,1,5,27,1,6,2,2005,2009,0,12.20,,0,21000,1,2.5,10,0,
5604,1,5,27,1,14,2,2009,2015,0,12.22,,0,21000,1,2.5,10,0,
5605,1,5,27,1,15,2,2015,2020,0,7.89,,0,21000,1,2.5,10,0,
5606,1,5,27,1,16,2,2020,2025,0,7.31,,0,21000,1,2.5,10,0,
5607,1,5,27,1,17,2,2025,2030,0,6.78,,0,21000,1,2.5,10,0,
5608,1,5,27,1,18,2,2030,2035,0,6.29,,0,21000,1,2.5,10,0,
5609,1,5,27,1,19,2,2035,2040,0,5.83,,0,21000,1,2.5,10,0,
5610,1,5,27,1,20,2,2040,2045,0,5.40,,0,21000,1,2.5,10,0,
5611,1,5,27,1,21,2,2045,,0,5.01,,0,21000,1,2.5,10,0,
5612,1,5,27,2,3,2,1994,1998,0,13.18,,0,22000,1,2.5,10,0,
5613,1,5,27,2,4,2,1998,2001,0,12.35,,0,22000,1,2.5,10,0,
5614,1,5,27,2,5,2,2001,2005,0,11.21,,0,22000,1,2.5,10,0,
5615,1,5,27,2,6,2,2005,2009,0,10.43,,0,22000,1,2.5,10,0,
5616,1,5,27,2,14,2,2009,2015,0,9.26,,0,22000,1,2.5,10,0,
5617,1,5,27,2,15,2,2015,2020,0,8.53,,0,22000,1,2.5,10,0,
5618,1,5,27,2,16,2,2020,2025,0,7.92,,0,22000,1,2.5,10,0,
5619,1,5,27,2,17,2,2025,2030,0,7.34,,0,22000,1,2.5,10,0,
5620,1,5,27,2,18,2,2030,2035,0,6.81,,0,22000,1,2.5,10,0,
5621,1,5,27,2,19,2,2035,2040,0,6.31,,0,22000,1,2.5,10,0,
5622,1,5,27,2,20,2,2040,2045,0,5.85,,0,22000,1,2.5,10,0,
5623,1,5,27,2,21,2,2045,,0,5.43,,0,22000,1,2.5,10,0,
5624,1,5,27,2,6,2,2005,2009,1,7.12,,1,33000,1,2.5,10,0,
5625,1,5,27,2,14,2,2009,2015,1,6.48,,1,28600,1,2.5,10,0,
5626,1,5,27,2,15,2,2015,2020,1,5.97,,1,26400,1,2.5,10,0,
5627,1,5,27,2,16,2,2020,2025,1,5.54,,1,24200,1,2.5,10,0,
5628,1,5,27,2,17,2,2025,2030,1,5.14,,1,23000,1,2.5,10,0,
5629,1,5,27,2,18,2,2030,2035,1,4.77,,1,23000,1,2.5,10,0,
5630,1,5,27,2,19,2,2035,2040,1,4.42,,1,23000,1,2.5,10,0,
5631,1,5,27,2,20,2,2040,2045,1,4.10,,1,23000,1,2.5,10,0,
5632,1,5,27,2,21,2,2045,,1,3.80,,1,23000,1,2.5,10,0,
5633,1,5,27,2,14,2,2009,2015,2,5.63,46.99,1,30000,1,2.5,10,0,
5634,1,5,27,2,15,2,2015,2020,2,5.29,42.91,1,28600,1,2.5,10,0,
5635,1,5,27,2,16,2,2020,2025,2,4.91,39.79,1,26400,1,2.5,10,0,
5636,1,5,27,2,17,2,2025,2030,2,4.55,36.89,1,25300,1,2.5,10,0,
5637,1,5,27,2,18,2,2030,2035,2,4.22,34.21,1,24000,1,2.5,10,0,
5638,1,5,27,2,19,2,2035,2040,2,3.91,31.72,1,24000,1,2.5,10,0,
5639,1,5,27,2,20,2,2040,2045,2,3.63,29.41,1,24000,1,2.5,10,0,
5640,1,5,27,2,21,2,2045,,2,3.42,27.27,1,24000,1,2.5,10,0,
5641,1,5,27,5,5,2,2001,2005,0,20.51,,0,24200,1,2.5,10,0,
5642,1,5,27,5,6,2,2005,2009,0,15.22,,0,25300,1,2.5,10,0,
5643,1,5,27,5,14,2,2009,2015,0,14.24,,0,24200,1,2.5,10,0,
5644,1,5,27,5,15,2,2015,2020,0,13.00,,0,23980,1,2.5,10,0,
5645,1,5,27,5,16,2,2020,2025,0,12.06,,0,23760,1,2.5,10,0,
5646,1,5,27,5,17,2,2025,2030,0,11.18,,0,23540,1,2.5,10,0,
5647,1,5,27,5,18,2,2030,2035,0,10.36,,0,23320,1,2.5,10,0,
5648,1,5,27,5,19,2,2035,2040,0,9.61,,0,23100,1,2.5,10,0,
5649,1,5,27,5,20,2,2040,2045,0,8.91,,0,23100,1,2.5,10,0,
5650,1,5,27,5,21,2,2045,,0,8.26,,0,23100,1,2.5,10,0,
5651,1,5,27,7,6,2,2005,2009,0,13.25,,0,24200,1,2.5,10,0,
5652,1,5,27,7,14,2,2009,2015,0,13.37,,0,24200,1,2.5,10,0,
5653,1,5,27,7,15,2,2015,2020,0,8.64,,0,24200,1,2.5,10,0,
5654,1,5,27,7,16,2,2020,2025,0,8.01,,0,24200,1,2.5,10,0,
5655,1,5,27,7,17,2,2025,2030,0,7.43,,0,24200,1,2.5,10,0,
5656,1,5,27,7,18,2,2030,2035,0,6.88,,0,24200,1,2.5,10,0,
5657,1,5,27,7,19,2,2035,2040,0,6.38,,0,24200,1,2.5,10,0,
5658,1,5,27,7,20,2,2040,2045,0,5.92,,0,24200,1,2.5,10,0,
5659,1,5,27,7,21,2,2045,,0,5.49,,0,24200,1,2.5,10,0,
5660,1,5,27,8,6,2,2005,2009,0,12.18,,0,24200,1,2.5,10,0,
5661,1,5,27,8,14,2,2009,2015,0,10.83,,0,24200,1,2.5,10,0,
5662,1,5,27,8,15,2,2015,2020,0,8.30,,0,23100,1,2.5,10,0,
5663,1,5,27,8,16,2,2020,2025,0,7.70,,0,23100,1,2.5,10,0,
5664,1,5,27,8,17,2,2025,2030,0,7.14,,0,23100,1,2.5,10,0,
5665,1,5,27,8,18,2,2030,2035,0,6.62,,0,23100,1,2.5,10,0,
5666,1,5,27,8,19,2,2035,2040,0,6.14,,0,23100,1,2.5,10,0,
5667,1,5,27,8,20,2,2040,2045,0,5.69,,0,23100,1,2.5,10,0,
5668,1,5,27,8,21,2,2045,,0,5.27,,0,23100,1,2.5,10,0,
5669,1,5,27,10,6,2,2005,2009,0,46.29,,0,26400,1,2.5,10,0,
5670,1,5,27,10,14,2,2009,2015,0,43.32,,0,25300,1,2.5,10,0,
5671,1,5,27,10,15,2,2015,2020,0,39.55,,0,24200,1,2.5,10,0,
5672,1,5,27,10,16,2,2020,2025,0,36.67,,0,23980,1,2.5,10,0,
5673,1,5,27,10,17,2,2025,2030,0,34.00,,0,23760,1,2.5,10,0,
5674,1,5,27,10,18,2,2030,2035,0,31.53,,0,23540,1,2.5,10,0,
5675,1,5,27,10,19,2,2035,2040,0,29.23,,0,23320,1,2.5,10,0,
5676,1,5,27,10,20,2,2040,2045,0,27.11,,0,23100,1,2.5,10,0,
5677,1,5,27,10,21,2,2045,,0,25.13,,0,23100,1,2.5,10,0,
5678,1,5,27,12,5,2,2001,2005,0,56.15,,2,44000,1,2.5,10,0,
5679,1,5,27,12,6,2,2005,2009,0,47.63,,2,40000,1,2.5,10,0,
5680,1,5,27,12,14,2,2009,2015,0,42.14,,2,35000,1,2.5,10,0,
5681,1,5,27,12,15,2,2015,2020,0,38.49,,2,30000,1,2.5,10,0,
5682,1,5,27,12,16,2,2020,2025,0,35.69,,2,26000,1,2.5,10,0,
5683,1,5,27,12,17,2,2025,2030,0,33.09,,2,25000,1,2.5,10,0,
5684,1,5,27,12,18,2,2030,2035,0,30.68,,2,24000,1,2.5,10,0,
5685,1,5,27,12,19,2,2035,2040,0,28.45,,2,23000,1,2.5,10,0,
5686,1,5,27,12,20,2,2040,2045,0,26.38,,2,22000,1,2.5,10,0,
5687,1,5,27,12,21,2,2045,,0,24.46,,2,22000,1,2.5,10,0,
5688,1,5,27,13,13,2,2020,2025,0,208.68,,2,40000,1,2.5,10,0,
5689,1,5,27,13,13,2,2025,2030,0,179.20,,2,35000,1,2.5,10,0,
5690,1,5,27,13,13,2,2030,2035,0,153.89,,2,30000,1,2.5,10,0,
